k,workers,contexts,buildings,P1_manual,P1_semi,C1_manual
15,1;8;10;11;12;13;28;29;30;31;32;33;35;36;37,61,14,26,16,12
15,1;8;10;11;12;13;28;29;30;31;32;34;35;36;37,61,14,26,16,12
15,1;8;10;11;12;13;28;29;30;31;33;34;35;36;37,62,14,27,16,12
15,1;8;10;11;12;13;28;29;30;32;33;34;35;36;37,62,14,27,16,12
15,1;8;10;11;12;13;28;29;31;32;33;34;35;36;37,62,14,27,16,12
15,1;8;10;11;12;13;28;30;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;11;12;13;29;30;31;32;33;34;35;36;37,63,15,26,16,12
15,1;8;10;11;12;15;17;28;29;30;31;32;33;34;35,64,14,26,16,12
15,1;8;10;11;12;15;17;28;29;30;31;32;33;34;36,64,14,26,16,12
15,1;8;10;11;12;15;17;28;29;30;31;32;33;34;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;29;30;31;32;33;35;36,64,14,26,16,12
15,1;8;10;11;12;15;17;28;29;30;31;32;33;35;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;29;30;31;32;33;36;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;29;30;31;32;34;35;36,64,14,26,16,12
15,1;8;10;11;12;15;17;28;29;30;31;32;34;35;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;29;30;31;32;34;36;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;29;30;31;32;35;36;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;29;30;31;33;34;35;36,65,14,27,16,12
15,1;8;10;11;12;15;17;28;29;30;31;33;34;35;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;31;33;34;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;31;33;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;31;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;32;33;34;35;36,65,14,27,16,12
15,1;8;10;11;12;15;17;28;29;30;32;33;34;35;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;32;33;34;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;32;33;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;32;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;30;33;34;35;36;37,61,14,27,15,12
15,1;8;10;11;12;15;17;28;29;31;32;33;34;35;36,65,14,27,16,12
15,1;8;10;11;12;15;17;28;29;31;32;33;34;35;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;31;32;33;34;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;31;32;33;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;31;32;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;29;31;33;34;35;36;37,61,14,27,15,12
15,1;8;10;11;12;15;17;28;29;32;33;34;35;36;37,61,14,27,15,12
15,1;8;10;11;12;15;17;28;30;31;32;33;34;35;36,64,14,26,16,12
15,1;8;10;11;12;15;17;28;30;31;32;33;34;35;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;30;31;32;33;34;36;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;30;31;32;33;35;36;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;30;31;32;34;35;36;37,59,14,25,15,12
15,1;8;10;11;12;15;17;28;30;31;33;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;30;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;28;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;15;17;29;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;10;11;12;15;17;29;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;10;11;12;15;17;29;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;10;11;12;15;17;29;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;10;11;12;15;17;29;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;10;11;12;15;17;29;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;12;15;17;29;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;12;15;17;29;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;12;15;17;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;10;11;12;15;28;29;30;31;32;33;34;35;36,65,14,26,17,12
15,1;8;10;11;12;15;28;29;30;31;32;33;34;35;37,61,14,25,17,12
15,1;8;10;11;12;15;28;29;30;31;32;33;34;36;37,60,14,25,16,12
15,1;8;10;11;12;15;28;29;30;31;32;33;35;36;37,60,14,25,16,12
15,1;8;10;11;12;15;28;29;30;31;32;34;35;36;37,60,14,25,16,12
15,1;8;10;11;12;15;28;29;30;31;33;34;35;36;37,61,14,26,16,12
15,1;8;10;11;12;15;28;29;30;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;11;12;15;28;29;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;11;12;15;28;30;31;32;33;34;35;36;37,60,14,25,16,12
15,1;8;10;11;12;15;29;30;31;32;33;34;35;36;37,62,15,25,16,12
15,1;8;10;11;12;17;28;29;30;31;32;33;34;35;36,65,14,27,16,12
15,1;8;10;11;12;17;28;29;30;31;32;33;34;35;37,60,14,26,15,12
15,1;8;10;11;12;17;28;29;30;31;32;33;34;36;37,60,14,26,15,12
15,1;8;10;11;12;17;28;29;30;31;32;33;35;36;37,60,14,26,15,12
15,1;8;10;11;12;17;28;29;30;31;32;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;17;28;29;30;31;33;34;35;36;37,61,14,27,15,12
15,1;8;10;11;12;17;28;29;30;32;33;34;35;36;37,61,14,27,15,12
15,1;8;10;11;12;17;28;29;31;32;33;34;35;36;37,61,14,27,15,12
15,1;8;10;11;12;17;28;30;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;11;12;17;29;30;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;12;28;29;30;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;11;13;15;17;28;29;30;31;32;33;34;35,65,15,26,16,12
15,1;8;10;11;13;15;17;28;29;30;31;32;33;34;36,65,15,26,16,12
15,1;8;10;11;13;15;17;28;29;30;31;32;33;34;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;29;30;31;32;33;35;36,65,15,26,16,12
15,1;8;10;11;13;15;17;28;29;30;31;32;33;35;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;29;30;31;32;33;36;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;29;30;31;32;34;35;36,65,15,26,16,12
15,1;8;10;11;13;15;17;28;29;30;31;32;34;35;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;29;30;31;32;34;36;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;29;30;31;32;35;36;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;29;30;31;33;34;35;36,66,15,27,16,12
15,1;8;10;11;13;15;17;28;29;30;31;33;34;35;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;31;33;34;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;31;33;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;31;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;32;33;34;35;36,66,15,27,16,12
15,1;8;10;11;13;15;17;28;29;30;32;33;34;35;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;32;33;34;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;32;33;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;32;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;30;33;34;35;36;37,62,15,27,15,12
15,1;8;10;11;13;15;17;28;29;31;32;33;34;35;36,66,15,27,16,12
15,1;8;10;11;13;15;17;28;29;31;32;33;34;35;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;31;32;33;34;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;31;32;33;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;31;32;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;29;31;33;34;35;36;37,62,15,27,15,12
15,1;8;10;11;13;15;17;28;29;32;33;34;35;36;37,62,15,27,15,12
15,1;8;10;11;13;15;17;28;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;10;11;13;15;17;28;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;10;11;13;15;17;28;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;28;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;15;17;29;30;31;32;33;34;35;36,66,16,26,16,12
15,1;8;10;11;13;15;17;29;30;31;32;33;34;35;37,61,16,25,15,12
15,1;8;10;11;13;15;17;29;30;31;32;33;34;36;37,61,16,25,15,12
15,1;8;10;11;13;15;17;29;30;31;32;33;35;36;37,61,16,25,15,12
15,1;8;10;11;13;15;17;29;30;31;32;34;35;36;37,61,16,25,15,12
15,1;8;10;11;13;15;17;29;30;31;33;34;35;36;37,62,16,26,15,12
15,1;8;10;11;13;15;17;29;30;32;33;34;35;36;37,62,16,26,15,12
15,1;8;10;11;13;15;17;29;31;32;33;34;35;36;37,62,16,26,15,12
15,1;8;10;11;13;15;17;30;31;32;33;34;35;36;37,61,16,25,15,12
15,1;8;10;11;13;15;28;29;30;31;32;33;34;35;36,66,15,26,17,12
15,1;8;10;11;13;15;28;29;30;31;32;33;34;35;37,62,15,25,17,12
15,1;8;10;11;13;15;28;29;30;31;32;33;34;36;37,61,15,25,16,12
15,1;8;10;11;13;15;28;29;30;31;32;33;35;36;37,61,15,25,16,12
15,1;8;10;11;13;15;28;29;30;31;32;34;35;36;37,61,15,25,16,12
15,1;8;10;11;13;15;28;29;30;31;33;34;35;36;37,62,15,26,16,12
15,1;8;10;11;13;15;28;29;30;32;33;34;35;36;37,62,15,26,16,12
15,1;8;10;11;13;15;28;29;31;32;33;34;35;36;37,62,15,26,16,12
15,1;8;10;11;13;15;28;30;31;32;33;34;35;36;37,61,15,25,16,12
15,1;8;10;11;13;15;29;30;31;32;33;34;35;36;37,63,16,25,16,12
15,1;8;10;11;13;17;28;29;30;31;32;33;34;35;36,66,15,27,16,12
15,1;8;10;11;13;17;28;29;30;31;32;33;34;35;37,61,15,26,15,12
15,1;8;10;11;13;17;28;29;30;31;32;33;34;36;37,61,15,26,15,12
15,1;8;10;11;13;17;28;29;30;31;32;33;35;36;37,61,15,26,15,12
15,1;8;10;11;13;17;28;29;30;31;32;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;17;28;29;30;31;33;34;35;36;37,62,15,27,15,12
15,1;8;10;11;13;17;28;29;30;32;33;34;35;36;37,62,15,27,15,12
15,1;8;10;11;13;17;28;29;31;32;33;34;35;36;37,62,15,27,15,12
15,1;8;10;11;13;17;28;30;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;13;17;29;30;31;32;33;34;35;36;37,62,16,26,15,12
15,1;8;10;11;13;28;29;30;31;32;33;34;35;36;37,62,15,26,16,12
15,1;8;10;11;15;17;28;29;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;10;11;15;17;28;29;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;10;11;15;17;28;29;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;10;11;15;17;28;29;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;10;11;15;17;28;29;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;10;11;15;17;28;29;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;15;17;28;29;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;15;17;28;29;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;11;15;17;28;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;10;11;15;17;29;30;31;32;33;34;35;36;37,61,16,25,15,12
15,1;8;10;11;15;28;29;30;31;32;33;34;35;36;37,61,15,25,16,12
15,1;8;10;11;17;28;29;30;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;12;13;15;17;28;29;30;31;32;33;34;35,64,14,26,16,12
15,1;8;10;12;13;15;17;28;29;30;31;32;33;34;36,64,14,26,16,12
15,1;8;10;12;13;15;17;28;29;30;31;32;33;34;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;29;30;31;32;33;35;36,64,14,26,16,12
15,1;8;10;12;13;15;17;28;29;30;31;32;33;35;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;29;30;31;32;33;36;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;29;30;31;32;34;35;36,64,14,26,16,12
15,1;8;10;12;13;15;17;28;29;30;31;32;34;35;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;29;30;31;32;34;36;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;29;30;31;32;35;36;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;29;30;31;33;34;35;36,65,14,27,16,12
15,1;8;10;12;13;15;17;28;29;30;31;33;34;35;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;31;33;34;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;31;33;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;31;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;32;33;34;35;36,65,14,27,16,12
15,1;8;10;12;13;15;17;28;29;30;32;33;34;35;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;32;33;34;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;32;33;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;32;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;30;33;34;35;36;37,61,14,27,15,12
15,1;8;10;12;13;15;17;28;29;31;32;33;34;35;36,65,14,27,16,12
15,1;8;10;12;13;15;17;28;29;31;32;33;34;35;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;31;32;33;34;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;31;32;33;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;31;32;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;29;31;33;34;35;36;37,61,14,27,15,12
15,1;8;10;12;13;15;17;28;29;32;33;34;35;36;37,61,14,27,15,12
15,1;8;10;12;13;15;17;28;30;31;32;33;34;35;36,64,14,26,16,12
15,1;8;10;12;13;15;17;28;30;31;32;33;34;35;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;30;31;32;33;34;36;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;30;31;32;33;35;36;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;30;31;32;34;35;36;37,59,14,25,15,12
15,1;8;10;12;13;15;17;28;30;31;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;30;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;28;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;15;17;29;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;10;12;13;15;17;29;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;10;12;13;15;17;29;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;10;12;13;15;17;29;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;10;12;13;15;17;29;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;10;12;13;15;17;29;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;10;12;13;15;17;29;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;12;13;15;17;29;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;12;13;15;17;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;10;12;13;15;28;29;30;31;32;33;34;35;36,65,14,26,17,12
15,1;8;10;12;13;15;28;29;30;31;32;33;34;35;37,61,14,25,17,12
15,1;8;10;12;13;15;28;29;30;31;32;33;34;36;37,60,14,25,16,12
15,1;8;10;12;13;15;28;29;30;31;32;33;35;36;37,60,14,25,16,12
15,1;8;10;12;13;15;28;29;30;31;32;34;35;36;37,60,14,25,16,12
15,1;8;10;12;13;15;28;29;30;31;33;34;35;36;37,61,14,26,16,12
15,1;8;10;12;13;15;28;29;30;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;12;13;15;28;29;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;12;13;15;28;30;31;32;33;34;35;36;37,60,14,25,16,12
15,1;8;10;12;13;15;29;30;31;32;33;34;35;36;37,62,15,25,16,12
15,1;8;10;12;13;17;28;29;30;31;32;33;34;35;36,65,14,27,16,12
15,1;8;10;12;13;17;28;29;30;31;32;33;34;35;37,60,14,26,15,12
15,1;8;10;12;13;17;28;29;30;31;32;33;34;36;37,60,14,26,15,12
15,1;8;10;12;13;17;28;29;30;31;32;33;35;36;37,60,14,26,15,12
15,1;8;10;12;13;17;28;29;30;31;32;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;17;28;29;30;31;33;34;35;36;37,61,14,27,15,12
15,1;8;10;12;13;17;28;29;30;32;33;34;35;36;37,61,14,27,15,12
15,1;8;10;12;13;17;28;29;31;32;33;34;35;36;37,61,14,27,15,12
15,1;8;10;12;13;17;28;30;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;13;17;29;30;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;12;13;28;29;30;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;10;12;15;17;28;29;30;31;32;33;34;35;36,64,14,26,16,12
15,1;8;10;12;15;17;28;29;30;31;32;33;34;35;37,59,14,25,15,12
15,1;8;10;12;15;17;28;29;30;31;32;33;34;36;37,59,14,25,15,12
15,1;8;10;12;15;17;28;29;30;31;32;33;35;36;37,59,14,25,15,12
15,1;8;10;12;15;17;28;29;30;31;32;34;35;36;37,59,14,25,15,12
15,1;8;10;12;15;17;28;29;30;31;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;15;17;28;29;30;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;15;17;28;29;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;12;15;17;28;30;31;32;33;34;35;36;37,59,14,25,15,12
15,1;8;10;12;15;17;29;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;10;12;15;28;29;30;31;32;33;34;35;36;37,60,14,25,16,12
15,1;8;10;12;17;28;29;30;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;10;13;15;17;28;29;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;10;13;15;17;28;29;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;10;13;15;17;28;29;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;10;13;15;17;28;29;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;10;13;15;17;28;29;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;10;13;15;17;28;29;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;10;13;15;17;28;29;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;13;15;17;28;29;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;13;15;17;28;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;10;13;15;17;29;30;31;32;33;34;35;36;37,61,16,25,15,12
15,1;8;10;13;15;28;29;30;31;32;33;34;35;36;37,61,15,25,16,12
15,1;8;10;13;17;28;29;30;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;10;15;17;28;29;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;32;33;34;35,64,14,26,16,12
15,1;8;11;12;13;15;17;28;29;30;31;32;33;34;36,64,14,26,16,12
15,1;8;11;12;13;15;17;28;29;30;31;32;33;34;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;32;33;35;36,64,14,26,16,12
15,1;8;11;12;13;15;17;28;29;30;31;32;33;35;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;32;33;36;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;32;34;35;36,64,14,26,16,12
15,1;8;11;12;13;15;17;28;29;30;31;32;34;35;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;32;34;36;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;32;35;36;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;29;30;31;33;34;35;36,65,14,27,16,12
15,1;8;11;12;13;15;17;28;29;30;31;33;34;35;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;31;33;34;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;31;33;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;31;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;32;33;34;35;36,65,14,27,16,12
15,1;8;11;12;13;15;17;28;29;30;32;33;34;35;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;32;33;34;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;32;33;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;32;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;30;33;34;35;36;37,61,14,27,15,12
15,1;8;11;12;13;15;17;28;29;31;32;33;34;35;36,65,14,27,16,12
15,1;8;11;12;13;15;17;28;29;31;32;33;34;35;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;31;32;33;34;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;31;32;33;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;31;32;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;29;31;33;34;35;36;37,61,14,27,15,12
15,1;8;11;12;13;15;17;28;29;32;33;34;35;36;37,61,14,27,15,12
15,1;8;11;12;13;15;17;28;30;31;32;33;34;35;36,64,14,26,16,12
15,1;8;11;12;13;15;17;28;30;31;32;33;34;35;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;30;31;32;33;34;36;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;30;31;32;33;35;36;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;30;31;32;34;35;36;37,59,14,25,15,12
15,1;8;11;12;13;15;17;28;30;31;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;30;32;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;28;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;15;17;29;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;11;12;13;15;17;29;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;11;12;13;15;17;29;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;11;12;13;15;17;29;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;11;12;13;15;17;29;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;11;12;13;15;17;29;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;11;12;13;15;17;29;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;11;12;13;15;17;29;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;11;12;13;15;17;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;11;12;13;15;28;29;30;31;32;33;34;35;36,65,14,26,17,12
15,1;8;11;12;13;15;28;29;30;31;32;33;34;35;37,61,14,25,17,12
15,1;8;11;12;13;15;28;29;30;31;32;33;34;36;37,60,14,25,16,12
15,1;8;11;12;13;15;28;29;30;31;32;33;35;36;37,60,14,25,16,12
15,1;8;11;12;13;15;28;29;30;31;32;34;35;36;37,60,14,25,16,12
15,1;8;11;12;13;15;28;29;30;31;33;34;35;36;37,61,14,26,16,12
15,1;8;11;12;13;15;28;29;30;32;33;34;35;36;37,61,14,26,16,12
15,1;8;11;12;13;15;28;29;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;11;12;13;15;28;30;31;32;33;34;35;36;37,60,14,25,16,12
15,1;8;11;12;13;15;29;30;31;32;33;34;35;36;37,62,15,25,16,12
15,1;8;11;12;13;17;28;29;30;31;32;33;34;35;36,65,14,27,16,12
15,1;8;11;12;13;17;28;29;30;31;32;33;34;35;37,60,14,26,15,12
15,1;8;11;12;13;17;28;29;30;31;32;33;34;36;37,60,14,26,15,12
15,1;8;11;12;13;17;28;29;30;31;32;33;35;36;37,60,14,26,15,12
15,1;8;11;12;13;17;28;29;30;31;32;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;17;28;29;30;31;33;34;35;36;37,61,14,27,15,12
15,1;8;11;12;13;17;28;29;30;32;33;34;35;36;37,61,14,27,15,12
15,1;8;11;12;13;17;28;29;31;32;33;34;35;36;37,61,14,27,15,12
15,1;8;11;12;13;17;28;30;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;13;17;29;30;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;11;12;13;28;29;30;31;32;33;34;35;36;37,61,14,26,16,12
15,1;8;11;12;15;17;28;29;30;31;32;33;34;35;36,64,14,26,16,12
15,1;8;11;12;15;17;28;29;30;31;32;33;34;35;37,59,14,25,15,12
15,1;8;11;12;15;17;28;29;30;31;32;33;34;36;37,59,14,25,15,12
15,1;8;11;12;15;17;28;29;30;31;32;33;35;36;37,59,14,25,15,12
15,1;8;11;12;15;17;28;29;30;31;32;34;35;36;37,59,14,25,15,12
15,1;8;11;12;15;17;28;29;30;31;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;15;17;28;29;30;32;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;15;17;28;29;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;11;12;15;17;28;30;31;32;33;34;35;36;37,59,14,25,15,12
15,1;8;11;12;15;17;29;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;11;12;15;28;29;30;31;32;33;34;35;36;37,60,14,25,16,12
15,1;8;11;12;17;28;29;30;31;32;33;34;35;36;37,60,14,26,15,12
15,1;8;11;13;15;17;28;29;30;31;32;33;34;35;36,65,15,26,16,12
15,1;8;11;13;15;17;28;29;30;31;32;33;34;35;37,60,15,25,15,12
15,1;8;11;13;15;17;28;29;30;31;32;33;34;36;37,60,15,25,15,12
15,1;8;11;13;15;17;28;29;30;31;32;33;35;36;37,60,15,25,15,12
15,1;8;11;13;15;17;28;29;30;31;32;34;35;36;37,60,15,25,15,12
15,1;8;11;13;15;17;28;29;30;31;33;34;35;36;37,61,15,26,15,12
15,1;8;11;13;15;17;28;29;30;32;33;34;35;36;37,61,15,26,15,12
15,1;8;11;13;15;17;28;29;31;32;33;34;35;36;37,61,15,26,15,12
15,1;8;11;13;15;17;28;30;31;32;33;34;35;36;37,60,15,25,15,12
15,1;8;11;13;15;17;29;30;31;32;33;34;35;36;37,61,16,25,15,12
15,1;8;11;13;15;28;29;30;31;32;33;34;35;36;37,61,15,25,16,12
15,1;8;11;13;17;28;29;30;31;32;33;34;35;36;37,61,15,26,15,12
